MID,LEFT,RIGHT
3126,2770,2474
3127,2772,2471
3132,2776,2472
3130,2777,2472
3136,2771,2468
3120,2776,2467
3111,2774,2464
3103,2781,2462
3096,2775,2462
3089,2774,2463
3083,2770,2466
3075,2763,2462
3081,2758,2460
3080,2749,2461
3089,2740,2462
3084,2739,2463
3086,2731,2461
3088,2735,2460
3089,2723,2456
3091,2719,2450
3094,2715,2449
3094,2715,2444
3104,2723,2446
3108,2726,2444
3116,2733,2443
3111,2739,2439
3108,2740,2432
3103,2747,2426
3095,2740,2426
3087,2738,2423
3079,2729,2423
3068,2727,2418
3069,2722,2415
3065,2715,2414
3070,2707,2414
3063,2709,2412
3066,2708,2408
3071,2717,2407
3074,2707,2398
3080,2706,2394
3082,2708,2398
3081,2707,2394
3086,2710,2396
3089,2714,2396
3096,2707,2393
3088,2712,2393
3087,2710,2394
3083,2717,2398
3075,2710,2401
3071,2711,2399
3066,2708,2399
3059,2702,2390
3065,2703,2388
3067,2701,2387
3077,2695,2387
3072,2693,2382
3074,2695,2382
3076,2700,2382
3076,2694,2388
3076,2692,2389
3076,2690,2396
3066,2689,2392
3067,2690,2391
3064,2694,2386
3067,2690,2384
3057,2691,2382
3054,2686,2374
3056,2687,2366
3055,2676,2355
3061,2672,2343
3057,2669,2337
3051,2665,2323
3053,2664,2315
3051,2664,2309
3055,2664,2310
3043,2667,2304
3038,2667,2302
3036,2672,2302
3034,2670,2307
3036,2670,2312
3036,2669,2321
3028,2667,2320
3027,2668,2323
3020,2667,2322
3020,2664,2318
3008,2671,2314
3002,2672,2309
3000,2677,2304
2998,2669,2303
2999,2667,2300
3000,2666,2300
2998,2665,2290
3010,2664,2286
3016,2660,2281
3028,2654,2277
3020,2654,2274
3024,2653,2272
3019,2657,2267
3012,2650,2266
3011,2649,2261
3010,2649,2265
3003,2650,2259
3007,2645,2261
3002,2643,2265
3002,2639,2268
2991,2642,2268
2988,2639,2266
2987,2645,2265
2985,2647,2265
2986,2648,2262
2985,2653,2262
2978,2657,2257
2980,2662,2258
2979,2665,2259
2986,2666,2261
2983,2671,2258
2980,2669,2253
2979,2672,2246
2976,2663,2242
2977,2656,2240
2975,2646,2239
2966,2639,2234
2965,2635,2231
2957,2632,2227
2957,2627,2224
2947,2629,2223
3039,2924,2538
3038,2932,2539
3036,2936,2533
3035,2942,2529
3034,2945,2524
3036,2942,2520
3032,2941,2515
3030,2938,2516
3027,2938,2521
3022,2933,2526
3025,2934,2531
3028,2934,2540
3026,2931,2543
3026,2934,2548
3027,2938,2554
3027,2940,2560
3021,2947,2566
3021,2949,2571
3020,2946,2565
3020,2942,2566
3021,2941,2564
3017,2942,2567
3012,2943,2565
3014,2954,2570
3018,2959,2564
3032,2962,2566
3039,2970,2569
3046,2971,2568
3056,2972,2568
3062,2964,2567
3071,2957,2567
3078,2950,2572
3083,2946,2572
3089,2949,2576
3086,2952,2575
3086,2949,2575
3076,2949,2575
3071,2944,2577
3061,2946,2582
3052,2942,2587
3048,2943,2586
3045,2945,2583
3040,2942,2574
3045,2947,2568
3048,2951,2565
3058,2955,2563
3060,2964,2565
3067,2969,2565
3073,2977,2556
3080,2974,2556
3087,2975,2557
3090,2975,2566
3090,2973,2570
3097,2978,2576
3102,2981,2575
3112,2977,2571
3108,2984,2575
3106,2982,2576
3102,2987,2579
3097,2981,2583
3099,2982,2583
3099,2983,2584
3095,2984,2584
3100,2990,2580
3092,2994,2580
3095,2994,2581
3090,2998,2583
3090,2996,2585
3094,2994,2588
3097,2983,2595
3105,2977,2604
3109,2975,2613
3114,2973,2610
3127,2980,2610
3134,2989,2608
3144,2992,2605
3140,3004,2603
3141,3011,2604
3141,3024,2601
3138,3025,2602
3139,3029,2595
3136,3035,2604
3133,3036,2601
3140,3041,2603
3145,3043,2609
3157,3044,2613
3160,3045,2614
3168,3055,2614
3174,3065,2610
3179,3061,2610
3184,3062,2613
3186,3062,2623
3186,3061,2624
3185,3060,2630
3182,3058,2636
3185,3055,2642
3177,3058,2649
3175,3058,2650
3172,3062,2651
3168,3054,2648
3167,3052,2644
3166,3049,2646
3162,3047,2641
3166,3051,2641
3167,3047,2639
3179,3045,2637
3178,3049,2637
3185,3054,2636
3192,3067,2637
3194,3071,2641
3201,3079,2648
3198,3085,2657
3194,3089,2656
3200,3097,2658
3200,3101,2662
3212,3098,2664
3209,3106,2671
3213,3103,2669
3218,3106,2661
3222,3095,2655
3229,3090,2649
3230,3085,2653
3229,3085,2656
3233,3084,2654
3235,3083,2657
3244,3081,2659
3240,3088,2665
3243,3092,2671
3249,3108,2675
3255,3113,2680
3264,3121,2678
3267,3124,2680
3265,3124,2675
3270,3127,2675
3269,3128,2675
3277,3127,2676
3272,3129,2667
3272,3125,2667
3272,3129,2658
3265,3119,2650
3258,3115,2646
3251,3112,2649
3244,3106,2648
3247,3102,2653
3251,3097,2660
3257,3093,2664
3248,3098,2667
3250,3102,2666
3254,3115,2655
3256,3118,2655
3264,3126,2651
3268,3135,2655
3269,3143,2653
3277,3150,2658
3282,3151,2662
3295,3149,2664
3294,3149,2670
3299,3144,2673
3302,3145,2673
3302,3135,2676
3305,3131,2676
3302,3129,2677
3296,3130,2668
3298,3132,2665
3299,3131,2663
3307,3131,2666
3302,3136,2668
3302,3136,2668
3303,3144,2670
3304,3141,2675
3305,3141,2681
3308,3139,2688
3304,3137,2686
3309,3136,2688
3309,3134,2687
3317,3129,2685
3312,3129,2677
3316,3129,2675
3321,3132,2663
3325,3125,2651
3330,3122,2638
3334,3121,2634
3333,3116,2626
3346,3119,2623
3349,3117,2621
3358,3115,2621
3355,3118,2622
3357,3116,2623
3356,3119,2627
3352,3110,2636
3353,3112,2638
3352,3111,2639
3346,3110,2633
3355,3112,2633
3361,3111,2634
3371,3106,2638
3371,3112,2643
3368,3108,2643
3368,3112,2643
3369,3107,2643
3372,3104,2644
3378,3101,2645
3379,3096,2642
3389,3096,2643
3390,3086,2635
3397,3080,2633
3394,3084,2630
3395,3085,2628
3394,3099,2624
3393,3105,2620
3391,3117,2616
3385,3120,2614
3374,3127,2610
3371,3134,2612
3363,3141,2615
3361,3140,2617
3353,3139,2623
3354,3133,2629
3357,3131,2635
3365,3122,2645
3374,3119,2649
3378,3115,2654
3381,3112,2654
3387,3109,2655
3386,3102,2653
3389,3092,2650
3385,3093,2646
3378,3086,2646
3381,3085,2645
3376,3077,2649
3376,3078,2652
3372,3084,2658
3364,3089,2661
3368,3097,2668
3369,3102,2662
3377,3103,2660
3377,3106,2659
3379,3106,2657
3383,3113,2655
3385,3112,2657
3392,3112,2658
3397,3109,2648
3396,3110,2640
3404,3112,2637
3404,3109,2638
3405,3101,2638
3401,3101,2639
3398,3096,2640
3395,3096,2637
3386,3087,2639
3381,3084,2639
3377,3081,2642
3370,3080,2643
3372,3082,2644
3369,3085,2641
3372,3083,2637
3371,3089,2633
3373,3091,2629
3375,3094,2628
3379,3091,2630
3383,3091,2627
3385,3091,2630
3381,3091,2631
3384,3094,2635
3380,3097,2641
3376,3096,2643
3366,3100,2650
3361,3101,2650
3355,3106,2650
3349,3107,2650
3348,3106,2651
3344,3099,2649
3340,3096,2653
3344,3087,2660
3345,3080,2666
3349,3072,2668
3354,3071,2669
3356,3065,2666
3360,3061,2661
3363,3059,2658
3366,3056,2654
3366,3053,2650
3361,3049,2643
3361,3045,2641
3360,3039,2638
3359,3031,2637
3359,3032,2636
3355,3034,2633
3351,3040,2627
3350,3040,2623
3350,3045,2620
3350,3049,2617
3346,3051,2613
3349,3053,2612
3348,3054,2611
3348,3052,2611
3350,3059,2611
3351,3056,2620
3354,3055,2628
3353,3055,2638
3352,3056,2645
3348,3057,2651
3342,3052,2652
3344,3048,2656
3342,3043,2660
3342,3031,2657
3341,3028,2651
3340,3025,2641
3338,3027,2633
3333,3029,2629
3329,3030,2628
3327,3032,2629
3319,3027,2633
3317,3027,2632
3314,3029,2632
3310,3028,2632
3312,3030,2633
3312,3025,2637
3317,3017,2641
3315,3011,2643
3317,3005,2645
3318,3003,2645
3314,2998,2646
3317,2993,2648
3316,2989,2652
3315,2982,2653
3318,2986,2654
3318,2989,2656
3323,2995,2655
3323,2995,2661
3324,3005,2654
3325,3011,2650
3322,3013,2644
3328,3019,2639
3328,3023,2638
3329,3019,2634
3334,3024,2635
3335,3021,2637
3337,3020,2639
3329,3023,2645
3326,3023,2648
3323,3020,2654
3318,3010,2651
3319,3003,2651
3317,2997,2651
3314,2992,2649
3317,2996,2647
3317,2997,2643
3316,2995,2640
3311,2995,2640
3309,2991,2639
3306,2993,2641
3301,2992,2642
3301,2994,2643
3300,2996,2644
3297,2997,2643
3300,3000,2647
3302,3000,2653
3309,2999,2659
3308,3003,2668
3305,3005,2673
3301,3011,2678
3293,3010,2680
3293,3010,2679
3291,3011,2678
3289,3007,2671
3291,3007,2665
3289,3006,2658
3294,2995,2651
3291,2991,2651
3294,2985,2652
3300,2983,2654
3304,2975,2658
3313,2971,2656
3318,2962,2663
3323,2955,2658
3327,2956,2655
3327,2956,2653
3329,2958,2652
3321,2963,2653
3315,2964,2656
3313,2969,2658
3307,2967,2661
3309,2968,2666
3305,2967,2673
3300,2963,2673
3307,2964,2674
3305,2961,2671
3310,2958,2668
3304,2962,2664
3301,2964,2660
3300,2970,2655
3298,2969,2653
3302,2969,2649
3301,2972,2650
3297,2971,2646
3300,2976,2646
3301,2977,2647
3311,2975,2647
3310,2975,2649
3314,2966,2650
3316,2963,2639
3316,2951,2631
3323,2942,2620
3328,2933,2613
3329,2924,2606
3332,2923,2604
3326,2920,2606
3328,2917,2596
3318,2921,2595
3316,2924,2597
3314,2932,2601
3307,2932,2608
3299,2932,2612
3291,2929,2616
3278,2927,2614
3277,2925,2619
3275,2921,2621
3279,2917,2625
3272,2919,2628
3272,2918,2621
3273,2924,2618
3272,2920,2617
3274,2916,2616
3273,2910,2618
3269,2901,2611
3275,2897,2609
3280,2894,2599
3286,2892,2591
3282,2896,2589
3285,2891,2591
3289,2892,2593
3290,2885,2593
3295,2883,2590
3297,2883,2588
3288,2881,2577
3286,2881,2569
3281,2880,2563
3281,2877,2555
3270,2880,2549
3265,2880,2540
3265,2884,2533
3256,2877,2529
3258,2874,2527
3261,2869,2532
3259,2865,2531
3265,2865,2532
3264,2863,2536
3274,2857,2541
3271,2856,2545
3275,2853,2547
3279,2854,2549
3278,2846,2541
3283,2843,2536
3283,2839,2531
3280,2835,2518
3283,2838,2512
3281,2842,2501
3286,2842,2496
3276,2847,2493
3274,2848,2492
3272,2857,2493
3268,2852,2500
3270,2853,2505
3265,2855,2515
3253,2856,2519
3248,2862,2528
3238,2865,2533
3244,2863,2536
3240,2868,2538
3245,2869,2534
3250,2871,2531
3251,2861,2526
3255,2854,2517
3256,2847,2513
3255,2843,2501
3260,2839,2496
3258,2827,2492
3261,2819,2488
3248,2813,2489
3243,2809,2487
3239,2815,2485
3236,2813,2486
3234,2813,2486
3238,2817,2490
3234,2819,2483
3240,2826,2479
3237,2831,2474
3242,2833,2469
3234,2837,2465
3228,2834,2461
3224,2835,2459
3217,2823,2461
3216,2817,2464
3213,2813,2474
3206,2806,2466
3208,2804,2462
3209,2801,2455
3216,2795,2448
3212,2802,2442
3216,2809,2437
3219,2815,2436
3219,2812,2437
3225,2814,2437
3228,2814,2441
3222,2813,2435
3225,2815,2436
3221,2812,2436
3227,2811,2438
3218,2812,2437
3215,2810,2433
3212,2814,2428
3208,2807,2425
3209,2807,2420
3206,2809,2419
3198,2804,2411
3198,2799,2407
3194,2794,2404
3196,2788,2404
3186,2791,2405
3185,2789,2410
3180,2794,2408
3178,2786,2406
3179,2783,2405
3182,2786,2407
3177,2791,2404
3181,2802,2402
3181,2808,2399
3182,2810,2396
3175,2815,2392
3176,2813,2384
3180,2818,2376
3183,2813,2371
3187,2806,2361
3188,2809,2359
3184,2804,2351
3189,2801,2350
3189,2796,2352
3195,2791,2359
3186,2796,2367
3183,2791,2372
3179,2796,2376
3175,2791,2380
3175,2794,2380
3171,2800,2381
3163,2806,2379
3160,2814,2376
3153,2817,2374
3156,2814,2373
3151,2817,2375
3151,2817,2372
3150,2826,2370
3146,2824,2372
3146,2824,2369
3144,2822,2367
3137,2819,2362
3140,2819,2361
3136,2821,2364
3137,2820,2364
3132,2820,2367
3123,2811,2365
3121,2808,2361
3120,2797,2361
3120,2797,2359
3118,2799,2365
3113,2803,2373
3116,2809,2378
3115,2814,2387
3120,2815,2395
3115,2824,2398
3114,2827,2398
3114,2829,2397
3110,2826,2397
3109,2822,2394
3107,2820,2397
3099,2821,2396
3102,2826,2397
3104,2829,2398
3109,2828,2398
3106,2826,2395
3104,2822,2388
3103,2821,2379
3104,2816,2374
3104,2813,2370
3100,2809,2370
3089,2806,2366
3089,2808,2365
3083,2811,2368
3084,2812,2368
3081,2815,2372
3078,2817,2372
3076,2820,2373
3073,2818,2380
3073,2816,2381
3074,2815,2384
3073,2813,2384
3071,2813,2383
3073,2817,2382
3071,2816,2384
3065,2825,2385
3059,2832,2387
3055,2839,2389
3053,2842,2388
3048,2844,2386
3046,2849,2389
3042,2854,2397
3046,2862,2407
3046,2872,2421
3045,2872,2422
3039,2881,2424
3035,2884,2423
3033,2888,2424
3032,2885,2425
3035,2882,2426
3037,2879,2431
3036,2877,2423
3037,2874,2421
3038,2872,2421
3038,2868,2419
3037,2863,2418
3037,2853,2417
3041,2854,2415
3041,2850,2417
3040,2849,2419
3039,2854,2420
3032,2858,2420
3034,2865,2418
3030,2872,2416
3027,2870,2414
3024,2880,2415
3020,2886,2418
3020,2893,2424
3019,2896,2430
3021,2897,2425
3021,2896,2429
3025,2892,2425
3032,2892,2422
3037,2892,2422
3040,2888,2422
3044,2891,2423
3045,2891,2425
3048,2895,2426
3041,2896,2429
3040,2901,2431
3033,2905,2433
3022,2904,2435
3018,2905,2437
3014,2903,2441
3011,2901,2441
3009,2904,2446
3009,2902,2447
3011,2900,2447
3010,2896,2447
3011,2895,2444
3012,2898,2445
3009,2893,2444
3014,2900,2448
3013,2899,2451
3012,2895,2449
3012,2895,2448
3009,2894,2447
3008,2895,2447
3002,2898,2454
2998,2899,2453
2996,2904,2452
2995,2902,2445
3001,2901,2438
3005,2901,2435
3011,2899,2429
3015,2899,2428
3018,2897,2429
3024,2896,2428
3027,2897,2430
3029,2895,2434
3030,2896,2440
3030,2896,2445
3036,2903,2447
3039,2912,2452
3040,2917,2457
3043,2926,2465
3043,2931,2475
3047,2932,2482
3043,2933,2488
3044,2929,2487
3042,2924,2481
3037,2916,2477
3038,2913,2475
3039,2914,2474
3039,2910,2472
3040,2911,2470
3040,2909,2469
3044,2907,2468
3041,2911,2466
3038,2914,2463
3034,2922,2467
3030,2923,2476
3030,2927,2485
3027,2930,2499
3024,2932,2506
3029,2938,2515
3027,2939,2521
3036,2942,2523
3031,2945,2525
3031,2946,2525
3029,2951,2523
3027,2949,2519
3032,2951,2513
3039,2948,2505
3039,2947,2499
3045,2944,2496
3051,2940,2499
3058,2935,2502
3059,2936,2508
3062,2934,2510
3063,2941,2511
3064,2936,2513
3069,2937,2514
3069,2934,2520
3071,2931,2522
3076,2936,2527
3082,2936,2521
3085,2937,2520
3081,2943,2518
3077,2946,2512
3072,2953,2505
3065,2954,2496
3066,2957,2492
3065,2962,2494
3066,2962,2493
3073,2968,2499
3077,2971,2504
3087,2974,2510
3086,2978,2519
3091,2981,2529
3097,2988,2539
3103,2989,2547
3116,2996,2555
3122,3003,2557
3121,3005,2564
3127,3013,2569
3126,3014,2572
3131,3008,2572
3126,3007,2570
3126,3003,2564
3124,3008,2551
3117,3004,2553
3118,3006,2548
3117,3008,2547
3114,3005,2543
3121,3008,2542
3125,3009,2543
3137,3010,2551
3133,3015,2551
3136,3016,2556
3136,3024,2561
3137,3021,2568
3144,3024,2572
3148,3027,2584
3147,3025,2577
3153,3028,2577
3154,3026,2574
3160,3024,2570
3154,3025,2566
3152,3025,2565
3150,3029,2565
3147,3028,2564
3144,3030,2566
3141,3033,2569
3140,3030,2563
3144,3030,2564
3146,3030,2561
3157,3032,2561
3154,3042,2565
3154,3050,2568
3153,3062,2569
3152,3063,2572
3155,3066,2575
3156,3067,2581
3154,3064,2577
3156,3061,2576
3153,3056,2576
3156,3048,2575
3147,3045,2575
3150,3041,2574
3147,3048,2569
3148,3043,2564
3153,3041,2562
3155,3038,2566
3156,3034,2563
3164,3034,2565
3165,3029,2567
3166,3026,2571
3156,3029,2577
3156,3029,2585
3158,3033,2590
3161,3026,2596
3166,3022,2597
3171,3030,2603
3170,3033,2598
3174,3041,2596
3176,3045,2595
3185,3044,2594
3178,3045,2594
3174,3041,2594
3169,3044,2593
3161,3038,2595
3153,3036,2595
3147,3036,2597
3139,3037,2589
3143,3040,2585
3145,3041,2578
3157,3038,2573
3157,3039,2571
3166,3035,2569
3173,3039,2566
3178,3031,2567
3184,3028,2563
3188,3024,2566
3186,3017,2561
3193,3013,2560
3192,3010,2557
3198,3009,2556
3190,3016,2556
3186,3022,2555
3181,3032,2554
3174,3026,2554
3169,3024,2557
3166,3022,2569
3158,3021,2570
3163,3020,2572
3163,3015,2574
3171,3005,2574
3168,3004,2573
3171,3002,2569
3174,3007,2563
3175,3000,2556
3171,2998,2549
3173,3001,2546
3167,2999,2540
3171,3002,2542
3177,3003,2546
3192,3004,2549
3194,3009,2564
3203,3009,2568
3208,3016,2571
3209,3008,2575
3211,3009,2577
3210,3009,2582
3206,3010,2579
3205,3011,2572
3201,3008,2565
3207,3002,2555
3202,3001,2549
3204,2998,2546
3208,3002,2543
3207,2996,2545
3209,2996,2549
3210,2995,2556
3206,2995,2552
3211,2998,2553
3211,2997,2554
3217,2995,2556
3211,2998,2558
3212,2998,2562
3215,3006,2560
3216,3003,2561
3222,3008,2556
3228,3008,2556
3229,3011,2547
3233,3010,2544
3231,3008,2540
3235,3001,2534
3228,3002,2533
3226,3000,2527
3226,3004,2531
3227,2996,2533
3231,2993,2536
3234,2989,2545
3236,2990,2549
3245,2993,2557
3248,2994,2569
3261,2992,2563
3257,2994,2561
3257,2995,2556
3258,3004,2553
3258,3004,2554
3258,3009,2558
3253,3005,2555
3245,3002,2552
3247,2999,2553
3247,2993,2552
3252,2988,2553
3248,2998,2555
3250,2997,2556
3251,3006,2558
3251,3007,2564
3254,3013,2566
3257,3021,2569
3255,3029,2564
3259,3035,2560
3259,3036,2551
3263,3031,2547
3259,3032,2546
3258,3028,2545
3261,3028,2543
3256,3018,2545
3253,3012,2546
3252,3006,2549
3248,3001,2545
3254,3001,2543
3256,2997,2541
3263,2994,2538
3263,2999,2540
3259,3000,2541
3259,3006,2541
3258,3002,2541
3259,3003,2539
3257,3004,2539
3251,2999,2533
3254,3005,2535
3251,3005,2537
3253,3003,2540
3249,3008,2544
3247,3008,2546
3246,3016,2547
3247,3010,2547
3250,3015,2549
3248,3015,2552
3241,3016,2548
3243,3015,2546
3240,3014,2544
3240,3018,2541
3233,3026,2542
3230,3027,2546
3229,3031,2550
3228,3025,2556
3229,3022,2562
3229,3019,2567
3226,3013,2568
3234,3007,2574
3238,3004,2581
3248,2997,2587
3253,2995,2591
3257,2989,2590
3260,2987,2586
3257,2980,2580
3255,2976,2574
3250,2975,2570
3240,2975,2565
3237,2975,2570
3226,2979,2569
3217,2978,2574
3209,2983,2580
3201,2984,2583
3198,2985,2581
3197,2978,2580
3199,2969,2577
3195,2969,2580
3193,2971,2581
3197,2975,2582
3200,2978,2582
3207,2976,2580
3212,2978,2580
3217,2975,2577
3221,2976,2576
3222,2971,2578
3226,2966,2578
3228,2959,2578
3226,2951,2571
3227,2946,2578
3226,2941,2579
3221,2934,2577
3218,2935,2575
3215,2933,2573
3213,2933,2570
3210,2934,2572
3208,2937,2573
3206,2939,2575
3201,2944,2580
3203,2948,2584
3203,2952,2588
3202,2952,2591
3201,2956,2592
3196,2959,2591
3195,2962,2588
3195,2965,2587
3196,2965,2585
3197,2965,2584
3196,2958,2584
3197,2947,2582
3194,2935,2580
3190,2921,2575
3186,2917,2569
3182,2913,2567
3181,2909,2565
3177,2908,2565
3173,2906,2574
3175,2908,2579
3172,2911,2581
3176,2916,2583
3179,2921,2584
3180,2925,2584
3182,2929,2586
3182,2930,2585
3181,2933,2583
3182,2937,2584
3186,2939,2585
3191,2939,2589
3194,2929,2581
3202,2921,2579
3206,2914,2577
3208,2907,2574
3209,2907,2577
3208,2904,2578
3205,2902,2578
3198,2903,2578
3194,2904,2576
3190,2910,2576
3183,2916,2574
3185,2922,2571
3183,2925,2568
3183,2924,2561
3186,2930,2553
3188,2933,2549
3192,2936,2548
3194,2937,2549
3196,2928,2553
3195,2929,2562
3190,2918,2571
3193,2911,2580
3190,2904,2586
3190,2895,2584
3195,2893,2580
3195,2883,2574
3198,2885,2570
3193,2883,2566
3195,2879,2562
3193,2880,2557
3190,2875,2555
3191,2876,2555
3188,2881,2555
3185,2880,2556
3189,2888,2560
3192,2892,2560
3196,2892,2562
3193,2893,2570
3194,2892,2573
3194,2887,2581
3190,2880,2586
3195,2880,2585
3196,2878,2583
3195,2873,2574
3194,2875,2566
3193,2876,2558
3193,2878,2550
3186,2885,2546
3180,2888,2544
3175,2892,2543
3167,2888,2542
3168,2886,2548
3164,2883,2550
3161,2877,2547
3163,2876,2548
3163,2872,2551
3172,2866,2556
3174,2867,2564
3183,2867,2569
3191,2869,2573
3194,2865,2578
3202,2862,2591
3204,2859,2596
3203,2858,2593
3205,2861,2591
3205,2865,2590
3206,2868,2586
3200,2875,2583
3198,2878,2576
3193,2879,2574
3186,2873,2569
3185,2867,2566
3182,2862,2565
3178,2857,2561
3177,2854,2560
3174,2848,2561
3178,2843,2557
3174,2844,2561
3176,2844,2563
3180,2849,2565
3182,2845,2569
3189,2844,2566
3193,2841,2570
3193,2833,2565
3199,2832,2562
3197,2830,2555
3200,2824,2549
3192,2822,2546
3195,2823,2546
3196,2824,2535
3192,2818,2530
3194,2819,2528
3197,2817,2528
3196,2814,2524
3201,2814,2523
3200,2814,2521
3200,2808,2517
3186,2809,2515
3178,2807,2512
3171,2811,2508
3168,2808,2514
3171,2810,2505
3170,2810,2504
3165,2805,2496
3166,2803,2496
3163,2799,2495
3172,2794,2496
3171,2797,2496
3175,2798,2499
3180,2805,2499
3182,2801,2501
3187,2801,2499
3188,2800,2500
3184,2795,2496
3185,2795,2487
3181,2792,2484
3183,2787,2483
3175,2786,2484
3173,2778,2483
3173,2780,2482
3172,2767,2483
3174,2765,2479
3172,2765,2477
3167,2765,2468
3171,2772,2465
3172,2778,2459
3177,2778,2463
3171,2779,2463
3169,2775,2461
3169,2779,2454
3168,2774,2449
3172,2777,2446
3175,2779,2445
3173,2781,2439
3183,2784,2436
3178,2786,2437
3180,2780,2441
3167,2775,2446
3161,2765,2445
3156,2764,2443
3151,2754,2443
3149,2751,2435
3145,2752,2441
3140,2749,2433
3141,2753,2427
3139,2755,2420
3143,2755,2415
3133,2754,2410
3132,2757,2409
3133,2764,2405
3134,2757,2404
3136,2757,2401
3137,2757,2402
3132,2757,2396
3134,2762,2400
3131,2764,2396
3139,2765,2396
3132,2773,2399
3133,2777,2399
3132,2785,2399
3129,2778,2401
3127,2774,2398
3125,2770,2399
3117,2763,2391
3118,2761,2387
3113,2759,2382
3115,2755,2377
3102,2756,2371
3097,2754,2367
3094,2760,2366
3093,2754,2368
3094,2755,2370
3095,2756,2377
3090,2752,2377
3096,2751,2380
3096,2746,2381
3105,2739,2381
3099,2741,2382
3100,2737,2379
3101,2738,2370
3100,2733,2371
3105,2732,2362
3109,2735,2358
3108,2738,2350
3112,2744,2346
3114,2748,2345
3124,2745,2345
3119,2753,2347
3120,2751,2345
3116,2755,2340
3111,2745,2338
3108,2742,2335
3107,2742,2332
3096,2738,2325
3096,2735,2320
3091,2730,2315
3091,2723,2309
3077,2729,2306
3073,2731,2304
3072,2744,2302
3069,2738,2306
3071,2740,2313
3071,2744,2322
3068,2748,2324
3076,2754,2327
3074,2759,2331
3079,2761,2336
3073,2766,2344
3068,2770,2348
3064,2777,2351
3061,2769,2351
3058,2765,2348
3054,2760,2350
3047,2756,2345
3048,2761,2344
3045,2763,2335
3049,2762,2329
3040,2762,2322
3037,2756,2320
3036,2755,2320
3036,2749,2324
3039,2754,2326
3043,2757,2335
3045,2757,2336
3056,2757,2341
3062,2759,2340
3072,2758,2343
3071,2768,2344
3072,2773,2344
3074,2782,2338
3071,2784,2333
3068,2786,2331
3068,2791,2337
3058,2793,2340
3053,2794,2346
3046,2792,2350
3043,2789,2351
3032,2796,2351
3028,2794,2349
3029,2801,2347
3030,2801,2349
3033,2800,2348
3034,2798,2353
3030,2795,2357
3034,2795,2355
3033,2797,2356
3036,2797,2357
3033,2805,2360
3029,2809,2362
3025,2816,2363
3022,2814,2362
3022,2816,2359
3021,2817,2358
3018,2818,2355
3024,2820,2354
3022,2821,2353
3028,2820,2354
3025,2824,2357
3022,2826,2356
3021,2835,2353
3020,2840,2353
3020,2846,2353
3017,2851,2358
3014,2849,2361
3020,2852,2366
3021,2854,2367
3028,2855,2366
3026,2861,2364
3026,2861,2358
3025,2861,2362
3026,2852,2365
3028,2846,2369
3029,2841,2369
3026,2837,2364
3026,2840,2362
3021,2842,2364
3017,2841,2361
3011,2847,2364
3010,2852,2365
3005,2861,2367
3000,2865,2376
2995,2871,2384
2989,2871,2397
2983,2874,2405
2985,2879,2414
2985,2883,2420
2991,2881,2426
2993,2882,2428
2998,2883,2431
3004,2888,2421
3006,2886,2418
3011,2888,2415
3012,2885,2413
3009,2880,2409
3007,2874,2408
2999,2871,2407
2994,2866,2408
2988,2873,2414
2984,2876,2417
2982,2879,2416
2978,2880,2414
2975,2880,2409
2974,2882,2409
2972,2885,2409
2985,2892,2414
2995,2896,2417
3003,2898,2418
3007,2903,2419
3010,2906,2424
3013,2911,2428
3013,2912,2432
3016,2914,2436
3019,2915,2440
3018,2914,2441
3021,2910,2443
3024,2911,2445
3025,2905,2448
3025,2907,2452
3023,2908,2457
3025,2909,2460
3027,2909,2462
3031,2909,2460
3030,2910,2462
3021,2910,2461
3021,2915,2461
3018,2919,2464
3014,2916,2466
3017,2917,2469
3014,2912,2476
3019,2909,2478
3017,2906,2480
3017,2903,2476
3016,2905,2473
3013,2902,2471
3017,2903,2470
3013,2901,2472
3012,2901,2477
3016,2909,2481
3021,2912,2484
3028,2923,2491
3034,2923,2491
3043,2923,2494
3050,2923,2495
3052,2921,2493
3056,2923,2489
3056,2921,2488
3052,2923,2486
3052,2927,2487
3052,2933,2491
3053,2940,2496
3049,2943,2502
3046,2945,2505
3043,2946,2510
3040,2945,2512
3045,2946,2511
3045,2944,2509
3048,2938,2503
3052,2939,2499
3053,2938,2494
3057,2936,2490
3056,2942,2491
3057,2946,2488
3057,2954,2486
3056,2958,2486
3059,2964,2485
3060,2967,2485
3060,2967,2484
3064,2963,2486
3064,2956,2491
3068,2949,2497
3067,2944,2505
3069,2940,2506
3068,2940,2513
3064,2938,2509
3070,2943,2509
3070,2948,2516
3072,2951,2521
3077,2961,2525
3081,2966,2531
3083,2963,2526
3078,2965,2526
3076,2968,2525
3074,2974,2523
3072,2975,2522
3077,2977,2517
3079,2980,2521
3077,2980,2512
3082,2986,2513
3083,2989,2514
3088,2991,2516
3090,2997,2520
3094,3001,2522
3100,3008,2525
3101,3008,2528
3109,3009,2532
3114,3008,2539
3116,3004,2541
3123,3008,2546
3126,3008,2547
3133,3006,2543
3135,3007,2542
3139,3007,2544
3141,3011,2548
3142,3009,2551
3147,3010,2549
3147,3011,2547
3142,3011,2541
3140,3012,2539
3134,3013,2540
3134,3016,2542
3127,3019,2544
3129,3029,2548
3132,3037,2552
3134,3035,2556
3140,3035,2564
3141,3037,2571
3145,3037,2573
3149,3045,2572
3154,3051,2569
3165,3057,2561
