MID,LEFT,RIGHT
3123,3044,2538
3123,3041,2542
3124,3039,2547
3123,3035,2550
3130,3031,2550
3133,3024,2550
3139,3013,2549
3142,3022,2554
3141,3023,2560
3140,3023,2565
3139,3022,2569
3142,3025,2574
3147,3033,2576
3142,3031,2573
3148,3036,2565
3151,3039,2557
3156,3037,2548
3162,3041,2544
3169,3041,2541
3176,3045,2543
3178,3047,2546
3179,3049,2548
3181,3051,2550
3179,3050,2553
3183,3049,2555
3183,3047,2557
3182,3043,2557
3182,3041,2557
3182,3039,2555
3185,3039,2548
3188,3040,2544
3189,3043,2541
3188,3048,2543
3185,3046,2538
3188,3051,2534
3186,3056,2533
3182,3057,2529
3180,3059,2528
3175,3057,2529
3175,3052,2532
3173,3049,2537
3174,3045,2540
3178,3043,2543
3178,3041,2542
3185,3040,2539
3188,3037,2535
3193,3033,2527
3198,3036,2524
3200,3036,2522
3205,3037,2520
3206,3036,2524
3209,3036,2525
3211,3034,2527
3210,3035,2529
3212,3040,2532
3211,3040,2537
3205,3040,2537
3204,3048,2541
3202,3047,2546
3202,3049,2550
3201,3043,2558
3203,3040,2562
3208,3040,2561
3211,3039,2560
3221,3040,2555
3230,3040,2554
3235,3035,2549
3244,3036,2545
3252,3031,2538
3261,3026,2534
3265,3024,2537
3272,3021,2539
3278,3022,2542
3279,3019,2534
3286,3019,2529
3288,3020,2528
3286,3017,2524
3286,3023,2525
3282,3028,2531
3285,3026,2524
3283,3029,2521
3283,3032,2518
3286,3038,2516
3283,3036,2520
3285,3036,2525
3284,3033,2531
3280,3028,2532
3281,3028,2538
3280,3024,2544
3283,3019,2549
3284,3018,2551
3281,3018,2553
3291,3023,2555
3292,3023,2557
3298,3027,2556
3301,3029,2553
3302,3029,2548
3308,3033,2547
3308,3033,2547
3314,3031,2549
3315,3032,2555
3316,3029,2562
3316,3032,2566
3314,3029,2568
3316,3033,2568
3319,3033,2566
3322,3032,2557
3327,3034,2551
3332,3033,2547
3340,3030,2541
3338,3031,2538
3340,3028,2536
3339,3027,2535
3337,3019,2537
3342,3016,2540
3346,3010,2545
3344,3002,2549
3346,3000,2554
3345,2997,2562
3348,2997,2566
3348,3003,2570
3355,3004,2568
3362,3010,2565
3368,3009,2562
3376,3013,2560
3380,3017,2562
3378,3019,2560
3383,3024,2564
3384,3019,2564
3387,3022,2565
3379,3022,2566
3375,3016,2568
3373,3020,2568
3368,3016,2574
3369,3016,2579
3368,3020,2593
3362,3017,2593
3361,3022,2600
3357,3022,2605
3359,3023,2607
3354,3029,2611
3357,3035,2611
3356,3040,2606
3357,3037,2605
3361,3037,2605
3364,3036,2609
3363,3032,2603
3371,3034,2601
3372,3030,2597
3378,3025,2591
3371,3025,2587
3371,3024,2581
3373,3028,2577
3373,3021,2574
3371,3023,2573
3366,3021,2582
3358,3020,2585
3358,3022,2593
3356,3020,2599
3359,3015,2604
3352,3013,2609
3349,3009,2609
3348,3012,2606
3346,3010,2607
3345,3015,2606
3344,3018,2607
3339,3016,2601
3341,3018,2600
3343,3020,2602
3348,3018,2605
3348,3021,2610
3349,3026,2614
3348,3035,2616
3346,3034,2616
3349,3036,2614
3350,3035,2615
3350,3030,2611
3356,3029,2614
3360,3023,2616
3368,3015,2615
3365,3019,2616
3372,3012,2617
3376,3018,2621
3379,3012,2630
3383,3013,2636
3383,3016,2639
3377,3014,2639
3380,3018,2635
3373,3019,2628
3372,3019,2621
3358,3023,2616
3351,3025,2612
3347,3032,2608
3341,3027,2609
3342,3020,2608
3342,3012,2615
3339,3003,2614
3343,2998,2623
3345,2991,2634
3350,2983,2643
3345,2983,2651
3346,2979,2656
3346,2982,2653
3346,2976,2651
3347,2976,2647
3347,2977,2645
3345,2978,2633
3351,2983,2626
3348,2986,2625
3348,2986,2625
3335,2994,2628
3328,3000,2632
3321,3015,2635
3314,3016,2640
3310,3023,2644
3308,3026,2654
3304,3026,2653
3312,3030,2656
3316,3031,2658
3330,3028,2659
3327,3028,2657
3329,3019,2655
3332,3016,2653
3336,3001,2655
3346,2997,2654
3349,2989,2657
3353,2983,2653
3362,2983,2653
3367,2984,2656
3380,2982,2658
3379,2989,2664
3384,2992,2666
3385,3002,2667
3386,2998,2667
3391,2998,2665
3392,2997,2670
3390,2994,2664
3393,2991,2664
3393,2987,2665
3398,2982,2667
3389,2985,2671
3385,2986,2672
3379,2990,2672
3369,2982,2667
3361,2982,2669
3353,2981,2673
3346,2981,2671
3348,2986,2671
3347,2989,2672
3352,2987,2673
3343,2997,2674
3338,3001,2673
3335,3010,2672
3334,3008,2676
3334,3011,2683
3336,3017,2690
3332,3015,2689
3341,3021,2690
3344,3023,2690
3356,3020,2688
3352,3023,2685
3355,3020,2678
3362,3021,2670
3358,3005,2668
3359,2997,2666
3356,2991,2671
3349,2988,2669
3350,2989,2675
3346,2991,2673
3347,2988,2674
3338,2991,2675
3337,2990,2674
3333,2995,2671
3333,2993,2669
3338,2987,2667
3342,2985,2667
3344,2981,2657
3354,2982,2650
3358,2980,2647
3369,2977,2644
3370,2976,2644
3372,2973,2648
3374,2977,2650
3374,2969,2655
3376,2970,2658
3374,2976,2667
3366,2976,2661
3367,2980,2664
3363,2982,2666
3366,2980,2666
3359,2984,2665
3357,2984,2661
3356,2989,2660
3349,2981,2654
3343,2978,2653
3338,2974,2655
3331,2968,2655
3337,2966,2655
3339,2964,2654
3345,2954,2655
3343,2951,2653
3344,2942,2654
3345,2943,2649
3346,2940,2649
3350,2944,2645
3353,2953,2642
3354,2958,2630
3362,2964,2626
3367,2965,2623
3376,2961,2624
3374,2962,2625
3372,2957,2623
3369,2957,2619
3366,2944,2617
3363,2936,2613
3360,2932,2613
3354,2928,2608
3354,2929,2605
3347,2923,2600
3346,2920,2595
3340,2925,2589
3339,2930,2583
3340,2937,2577
3339,2938,2575
3340,2938,2579
3339,2940,2574
3334,2940,2573
3339,2941,2573
3340,2941,2573
3342,2940,2576
3342,2944,2581
3343,2934,2587
3343,2929,2589
3343,2917,2591
3344,2910,2591
3345,2903,2589
3343,2900,2584
3346,2902,2575
3344,2906,2569
3343,2906,2565
3338,2912,2562
3334,2911,2557
3332,2911,2553
3330,2906,2548
3330,2900,2544
3328,2892,2542
3323,2884,2537
3323,2879,2537
3318,2877,2541
3317,2867,2544
3313,2876,2552
3310,2877,2554
3306,2883,2556
3303,2889,2555
3303,2894,2554
3304,2896,2554
3301,2896,2547
3308,2890,2539
3309,2890,2529
3312,2889,2518
3315,2895,2509
3318,2897,2504
3320,2897,2501
3317,2894,2500
3313,2893,2496
3305,2895,2493
3296,2892,2488
3295,2893,2484
3292,2892,2481
3288,2885,2482
3284,2884,2486
3284,2882,2490
3286,2883,2491
3288,2885,2495
3291,2885,2497
3292,2885,2498
3287,2881,2502
3288,2880,2504
3286,2877,2505
3286,2870,2500
3289,2870,2500
3286,2866,2490
3290,2866,2481
3288,2868,2472
3293,2869,2463
3294,2874,2459
3292,2879,2454
3296,2881,2455
3295,2880,2452
3285,2870,2449
3280,2869,2443
3273,2864,2440
3266,2859,2439
3257,2861,2444
3248,2857,2437
3242,2859,2435
3235,2858,2431
3237,2860,2429
3237,2859,2430
3234,2858,2431
3235,2859,2433
3235,2858,2431
3241,2857,2426
3245,2858,2421
3249,2856,2416
3255,2855,2416
3255,2850,2417
3262,2849,2420
3262,2845,2424
3259,2838,2428
3258,2838,2432
3249,2840,2436
3242,2842,2437
3231,2847,2438
3223,2850,2435
3214,2859,2433
3206,2863,2428
3205,2869,2422
3202,2873,2419
3200,2876,2412
3203,2883,2407
3206,2889,2402
3209,2894,2399
3204,2897,2403
3201,2898,2408
3200,2899,2412
3199,2894,2417
3203,2890,2418
3204,2885,2416
3200,2879,2412
3200,2878,2408
3195,2872,2403
3194,2865,2396
3186,2862,2392
3181,2857,2390
3180,2854,2391
3178,2850,2391
3184,2855,2390
3189,2864,2392
3192,2872,2392
3197,2887,2391
3195,2894,2398
3199,2897,2396
3193,2900,2394
3190,2898,2388
3185,2901,2384
3179,2898,2381
3181,2900,2378
3179,2899,2380
3176,2898,2379
3176,2902,2380
3171,2906,2382
3172,2910,2384
3165,2908,2388
3158,2907,2389
3157,2908,2395
3152,2909,2402
3155,2913,2410
3158,2917,2420
3159,2915,2422
3167,2919,2427
3171,2917,2433
3175,2916,2438
3170,2918,2443
3166,2919,2443
3165,2925,2433
3160,2919,2433
3162,2919,2421
3161,2916,2414
3156,2914,2404
3158,2918,2401
3155,2923,2399
3160,2926,2391
3151,2935,2397
3154,2937,2395
3152,2942,2396
3149,2938,2400
3147,2940,2403
3144,2945,2408
3139,2938,2409
3140,2938,2414
3135,2935,2418
3136,2928,2421
3126,2927,2423
3122,2926,2418
3114,2934,2414
3108,2930,2403
3108,2934,2402
3106,2939,2407
3102,2943,2404
3107,2950,2404
3104,2953,2402
3108,2950,2400
3102,2953,2402
3103,2956,2403
3107,2964,2403
3107,2963,2405
3108,2966,2406
3111,2969,2413
3109,2968,2413
3115,2971,2419
3117,2973,2426
3125,2975,2432
3122,2981,2437
3122,2976,2443
3123,2976,2447
3121,2966,2451
3122,2964,2452
3119,2965,2455
3114,2968,2446
3108,2969,2437
3100,2971,2429
3100,2968,2422
3089,2971,2418
3087,2973,2414
3083,2984,2416
3080,2986,2422
3076,2986,2429
3074,2990,2445
3071,2992,2450
3077,2997,2456
3080,2998,2460
3091,2998,2470
3086,2998,2473
3088,2996,2475
3088,3001,2473
3085,2995,2470
3087,3000,2464
3085,3001,2462
3073,2997,2451
3080,3001,2447
3080,3000,2442
3090,3000,2441
3083,3005,2442
3085,3005,2447
3086,3013,2450
3087,3004,2454
3088,3000,2455
3083,2997,2460
3074,2996,2459
3073,3003,2460
3065,3004,2460
3068,3002,2457
3057,3007,2455
3054,3009,2452
3053,3018,2451
3049,3015,2452
3049,3011,2447
3044,3012,2451
3036,3008,2446
3039,3004,2446
3037,2998,2447
3044,2989,2449
3040,2984,2454
3046,2977,2465
3057,2981,2462
3059,2975,2472
3066,2974,2479
3070,2975,2491
3069,2975,2494
3076,2981,2500
3077,2987,2503
3084,2993,2501
3077,3003,2498
3075,3009,2494
3071,3022,2491
3067,3022,2491
3068,3021,2490
3065,3022,2494
3060,3016,2491
3064,3014,2492
3062,3013,2496
3072,3009,2501
3068,3010,2508
3069,3010,2512
3071,3016,2516
3074,3010,2520
3078,3017,2521
3081,3022,2524
3082,3018,2521
3088,3025,2528
3087,3023,2530
3096,3019,2535
3090,3023,2537
3092,3023,2538
3089,3026,2533
3092,3018,2532
3095,3015,2530
3098,3014,2533
3098,3011,2528
3106,3014,2527
3111,3014,2524
3126,3015,2525
3126,3017,2521
3132,3019,2525
3137,3031,2529
3138,3034,2536
3142,3041,2541
3143,3045,2549
3138,3044,2548
3143,3043,2549
3141,3041,2550
3148,3034,2547
3142,3030,2543
3147,3026,2542
3148,3030,2543
3145,3024,2547
3149,3027,2549
3149,3031,2553
3143,3036,2549
3148,3044,2547
3145,3050,2544
3149,3050,2541
3142,3057,2539
3143,3058,2538
3145,3063,2540
3149,3058,2547
3156,3059,2555
3163,3059,2567
3167,3058,2574
3177,3056,2582
3183,3054,2589
3192,3049,2591
3185,3053,2592
3185,3056,2590
3187,3064,2584
3186,3056,2582
3189,3056,2575
3190,3061,2574
3184,3067,2571
3188,3073,2572
3187,3078,2573
3190,3078,2571
3182,3090,2575
3178,3094,2575
3174,3100,2576
3168,3098,2580
3169,3100,2582
3172,3100,2589
3171,3092,2583
3180,3087,2584
3185,3084,2587
3198,3077,2591
3203,3080,2597
3212,3080,2603
3220,3091,2610
3226,3091,2622
3230,3100,2628
3229,3111,2637
3223,3117,2638
3226,3122,2635
3224,3123,2629
3222,3119,2626
3212,3127,2625
3205,3128,2626
3201,3133,2628
3198,3130,2634
3199,3126,2638
3202,3123,2642
3202,3124,2643
3211,3125,2644
3215,3127,2642
3220,3127,2642
3219,3134,2645
3217,3140,2639
3213,3151,2637
3208,3154,2637
3202,3158,2635
3197,3162,2635
3192,3162,2630
3201,3163,2632
3206,3162,2625
3218,3153,2625
3224,3151,2632
3228,3145,2639
3230,3141,2644
3231,3132,2648
3232,3128,2649
3229,3122,2650
3224,3117,2648
3227,3119,2645
3226,3123,2642
3229,3127,2640
3230,3138,2638
3229,3142,2638
3231,3146,2637
3233,3143,2639
3235,3144,2639
3237,3145,2643
3240,3146,2645
3252,3146,2647
3260,3147,2649
3268,3148,2649
3266,3156,2647
3264,3158,2641
3263,3159,2634
3263,3151,2629
3264,3141,2622
3260,3136,2622
3252,3132,2618
3252,3132,2619
3252,3129,2624
3257,3124,2629
3257,3125,2634
3261,3121,2636
3263,3122,2634
3261,3122,2632
3262,3127,2628
3262,3130,2625
3260,3137,2622
3267,3144,2619
3271,3152,2619
3280,3153,2618
3291,3163,2618
3303,3165,2621
3305,3169,2622
3308,3170,2628
3312,3170,2632
3314,3173,2636
3311,3173,2640
3317,3175,2644
3308,3173,2648
3309,3165,2647
3229,2901,2641
3235,2899,2643
3247,2895,2641
3244,2899,2646
3244,2898,2648
3247,2901,2648
3248,2895,2647
3250,2894,2641
3245,2895,2635
3232,2891,2627
3226,2895,2625
3217,2897,2626
3217,2897,2628
3209,2901,2629
3208,2900,2627
3202,2909,2622
3197,2907,2621
3198,2906,2621
3201,2900,2624
3202,2893,2617
3214,2890,2613
3219,2886,2611
3232,2882,2611
3232,2885,2616
3235,2885,2619
3237,2893,2621
3236,2892,2624
3239,2895,2626
3242,2894,2632
3238,2892,2629
3242,2893,2628
3242,2890,2628
3248,2887,2628
3243,2891,2628
3241,2893,2628
3242,2899,2624
3240,2892,2618
3242,2891,2611
3242,2887,2607
3238,2880,2596
3243,2875,2592
3242,2866,2592
3244,2857,2595
3235,2857,2599
3233,2859,2601
3230,2866,2603
3228,2861,2609
3228,2863,2604
3227,2863,2608
3225,2861,2607
3230,2862,2611
3232,2861,2617
3243,2858,2618
3241,2859,2617
3241,2861,2615
3244,2869,2612
3247,2865,2612
3253,2867,2610
3256,2870,2611
3257,2869,2600
3255,2870,2592
3251,2868,2586
3255,2861,2582
3241,2859,2580
3234,2856,2581
3228,2858,2580
3219,2849,2579
3217,2847,2575
3216,2845,2573
3210,2843,2564
3214,2845,2557
3214,2843,2550
3222,2841,2546
3216,2843,2541
3220,2839,2538
3227,2843,2534
3231,2836,2536
3238,2838,2533
3244,2834,2535
3243,2832,2528
3247,2829,2527
3245,2825,2525
3252,2816,2525
3243,2814,2521
3238,2808,2530
3236,2809,2529
3229,2799,2530
3225,2797,2531
3220,2796,2540
3214,2794,2540
3218,2798,2548
3220,2797,2546
3225,2796,2546
3218,2799,2545
3222,2798,2540
3226,2803,2533
3228,2794,2531
3230,2794,2528
3234,2792,2528
3232,2787,2519
3244,2788,2515
3249,2788,2511
3261,2785,2506
3251,2788,2503
3247,2792,2502
3242,2800,2501
3236,2795,2498
3233,2795,2494
3226,2797,2491
3214,2796,2480
3208,2801,2472
3201,2796,2466
3204,2792,2464
3192,2790,2466
3187,2784,2467
3185,2786,2470
3186,2776,2470
3190,2770,2475
3195,2765,2481
3194,2762,2476
3201,2761,2479
3203,2760,2477
3210,2752,2476
3199,2753,2470
3197,2751,2463
3196,2758,2457
3193,2754,2456
3194,2752,2454
3192,2747,2460
3192,2742,2457
3201,2741,2454
3206,2743,2447
3213,2743,2436
3203,2749,2430
3201,2748,2431
3194,2753,2426
3190,2746,2430
3188,2746,2437
3185,2748,2451
3178,2751,2455
3179,2761,2456
3172,2761,2455
3175,2761,2454
3167,2766,2450
3166,2765,2447
3168,2769,2440
3167,2757,2435
3171,2747,2424
3169,2739,2417
3167,2735,2408
3174,2734,2403
3175,2729,2403
3179,2722,2393
3172,2723,2392
3170,2721,2387
3167,2730,2386
3165,2731,2390
3162,2736,2397
3160,2741,2406
3150,2742,2409
3153,2746,2412
3154,2746,2408
3161,2741,2404
3156,2745,2405
3155,2742,2394
3149,2748,2390
3144,2745,2390
3142,2745,2389
3136,2746,2392
3128,2748,2389
3130,2747,2393
3129,2741,2385
3126,2735,2387
3118,2737,2391
3113,2737,2392
3110,2745,2389
3108,2745,2384
3109,2750,2377
3108,2754,2366
3094,2756,2356
3094,2757,2351
3092,2756,2346
3097,2753,2343
3096,2758,2342
3096,2759,2340
3093,2764,2342
3090,2760,2348
3090,2757,2355
3091,2758,2362
3090,2761,2369
3093,2765,2376
3090,2767,2387
3091,2764,2399
3084,2766,2413
3081,2764,2421
3081,2768,2428
3080,2767,2433
3079,2765,2436
3078,2763,2429
3073,2758,2419
3076,2754,2404
3076,2750,2389
3082,2747,2377
3080,2752,2369
3077,2750,2365
3076,2758,2362
3074,2757,2366
3079,2761,2368
3085,2765,2376
3087,2767,2384
3095,2770,2395
3096,2774,2404
3094,2770,2409
3089,2777,2411
3084,2777,2410
3080,2779,2408
3074,2778,2410
3073,2776,2405
3067,2774,2404
3058,2773,2400
3064,2770,2397
3065,2767,2396
3070,2763,2396
3071,2769,2399
3072,2772,2401
3075,2781,2405
3076,2784,2412
3078,2788,2417
3078,2790,2421
3072,2790,2419
3073,2795,2418
3065,2797,2415
3061,2799,2416
3053,2806,2418
3047,2809,2417
3040,2815,2411
3033,2816,2407
3028,2819,2401
3024,2823,2400
3019,2824,2404
3022,2825,2408
3022,2826,2402
3020,2822,2403
3020,2821,2399
3021,2815,2394
3022,2813,2395
3022,2811,2401
3025,2809,2404
3029,2813,2414
3029,2815,2412
3033,2820,2419
3036,2824,2427
3039,2824,2438
3042,2831,2449
3042,2835,2456
3039,2843,2458
3034,2847,2462
3032,2850,2460
3029,2851,2458
3024,2849,2454
3024,2849,2452
3019,2848,2451
3014,2844,2448
3013,2847,2445
3009,2848,2443
3009,2852,2442
3008,2856,2444
3009,2860,2448
3009,2859,2451
3007,2864,2456
3010,2867,2457
3010,2872,2459
3011,2875,2462
3012,2880,2468
3013,2879,2472
3016,2880,2473
3015,2878,2478
3011,2879,2481
3010,2882,2483
3006,2881,2486
3009,2883,2488
3012,2884,2489
3012,2882,2478
3011,2886,2478
3012,2889,2471
3014,2894,2464
3013,2898,2463
3016,2899,2460
3018,2906,2452
3013,2905,2453
3014,2905,2455
3010,2905,2461
3008,2900,2465
3012,2901,2470
3016,2901,2477
3021,2901,2480
3020,2902,2487
3023,2899,2494
3022,2898,2498
3020,2892,2502
3021,2890,2503
3015,2886,2502
3004,2881,2497
2997,2882,2496
2993,2881,2494
2998,2882,2496
3001,2890,2500
3005,2897,2501
3007,2907,2501
3008,2906,2501
3014,2908,2505
3019,2910,2507
3022,2908,2510
3025,2912,2519
3025,2914,2529
3029,2914,2530
3029,2918,2534
3033,2918,2534
3034,2923,2531
3034,2922,2526
3039,2922,2520
3039,2920,2517
3038,2913,2510
3038,2911,2506
3036,2909,2505
3037,2906,2501
3030,2906,2500
3029,2907,2502
3031,2907,2495
3030,2906,2495
3034,2909,2493
3037,2914,2495
3036,2917,2496
3041,2923,2500
3046,2928,2508
3051,2929,2505
3048,2935,2508
3054,2933,2513
3059,2936,2516
3062,2932,2522
3072,2932,2527
3078,2932,2531
3080,2930,2529
3086,2935,2528
3090,2935,2525
3097,2934,2517
3096,2938,2512
3094,2939,2509
3093,2942,2508
3088,2935,2512
3086,2932,2513
3082,2929,2517
3077,2925,2516
3078,2932,2521
3078,2937,2527
3082,2939,2533
3075,2948,2541
3075,2950,2548
3079,2955,2553
3083,2955,2560
3093,2959,2565
3096,2968,2569
3092,2965,2569
3093,2964,2571
3090,2963,2572
3095,2960,2570
3091,2964,2568
3096,2966,2570
3098,2971,2561
3097,2968,2556
3100,2970,2553
3100,2975,2555
3100,2977,2553
3110,2982,2560
3118,2985,2569
3129,2984,2572
3132,2985,2578
3137,2986,2587
3141,2994,2596
3141,2994,2607
3144,2994,2611
3142,2992,2617
3136,2988,2611
3141,2993,2605
3145,2997,2597
3153,2999,2591
3147,3003,2585
3145,3000,2577
3144,3004,2571
3142,3004,2568
3148,3013,2568
3150,3021,2576
3154,3028,2570
3163,3035,2583
3168,3035,2590
3177,3030,2596
3171,3032,2600
3172,3031,2599
3172,3041,2595
3169,3033,2598
3173,3032,2596
3174,3031,2599
3172,3030,2596
3178,3033,2598
3179,3033,2603
3186,3034,2605
3179,3037,2613
3180,3040,2617
3178,3054,2624
3176,3056,2632
3177,3060,2637
3180,3067,2645
3180,3073,2647
3187,3076,2639
3191,3078,2636
3200,3076,2634
3194,3080,2634
3192,3077,2635
3189,3084,2635
3184,3077,2641
3182,3076,2636
3179,3076,2641
3174,3077,2636
3179,3077,2635
3179,3075,2634
3188,3069,2632
3187,3069,2630
3192,3066,2631
3197,3073,2632
3201,3071,2633
3209,3073,2630
3215,3085,2634
3214,3088,2630
3224,3092,2632
3230,3093,2635
3246,3093,2639
3244,3097,2646
3248,3098,2654
3250,3099,2647
3249,3088,2644
3250,3081,2638
3248,3074,2635
3242,3070,2627
3243,3071,2625
3239,3066,2624
3244,3066,2624
3235,3070,2624
3233,3071,2622
3232,3082,2618
3229,3082,2619
3228,3088,2617
3227,3094,2621
3216,3091,2619
3220,3096,2622
3219,3099,2627
3228,3099,2631
3222,3106,2638
3221,3104,2644
3221,3105,2648
3216,3096,2653
3220,3090,2653
3224,3087,2656
3226,3084,2648
3233,3081,2642
3243,3084,2634
3255,3083,2627
3256,3089,2621
3264,3091,2615
3270,3099,2612
3273,3096,2612
3281,3091,2610
3285,3086,2611
3284,3074,2604
3287,3069,2606
3285,3064,2614
3292,3057,2613
3284,3060,2617
3281,3058,2621
3279,3061,2625
3276,3055,2628
3277,3057,2630
3277,3059,2636
3273,3060,2630
3277,3060,2630
3277,3058,2625
3284,3054,2621
3279,3055,2619
3280,3053,2617
3283,3059,2616
3282,3053,2619
3282,3055,2619
3280,3059,2619
3278,3065,2610
3287,3071,2609
3290,3078,2607
3300,3078,2609
3295,3081,2615
3296,3076,2618
3298,3079,2620
3300,3065,2623
3303,3066,2627
3305,3061,2630
3303,3054,2622
3307,3050,2617
3303,3047,2610
3310,3040,2607
3306,3042,2599
3307,3041,2596
3307,3046,2594
3305,3041,2595
3303,3042,2598
3303,3048,2604
3301,3057,2607
3309,3063,2600
3313,3072,2596
3321,3075,2594
3320,3086,2594
3325,3091,2596
3331,3099,2600
3340,3096,2608
3348,3091,2611
3353,3085,2615
3352,3078,2612
3358,3077,2610
3360,3075,2610
3365,3069,2610
3363,3069,2610
3359,3065,2609
3357,3065,2608
3355,3062,2613
3352,3064,2620
3352,3069,2628
3346,3075,2633
3349,3082,2638
3348,3086,2639
3351,3088,2639
3347,3094,2638
3346,3094,2636
3346,3097,2629
3343,3093,2624
3344,3090,2617
3344,3086,2613
3341,3084,2607
3349,3085,2610
3353,3085,2613
3357,3085,2614
3353,3089,2615
3349,3089,2615
3348,3091,2615
3345,3087,2617
3343,3086,2618
3338,3084,2622
3336,3083,2621
3337,3083,2624
3335,3079,2627
3339,3074,2628
3340,3076,2627
3341,3073,2633
3348,3071,2635
3348,3063,2637
3350,3057,2638
3350,3055,2645
3349,3053,2650
3357,3057,2663
3360,3061,2668
3368,3063,2671
3371,3071,2671
3370,3074,2665
3364,3083,2662
3357,3085,2663
3353,3085,2661
3349,3082,2660
3340,3076,2656
3342,3071,2656
3343,3066,2657
3348,3058,2662
3353,3058,2664
3356,3053,2669
3362,3050,2670
3366,3043,2672
3369,3038,2671
3370,3033,2670
3364,3027,2666
3364,3025,2660
3359,3022,2654
3354,3018,2652
3348,3022,2654
3339,3026,2657
3333,3032,2659
3329,3034,2664
3327,3034,2668
3325,3036,2675
3319,3036,2679
3319,3038,2680
3316,3042,2680
3315,3040,2675
3312,3042,2672
3315,3038,2668
3322,3033,2664
3328,3027,2666
3337,3021,2667
3345,3014,2668
3347,3009,2674
3352,3004,2680
3353,2999,2687
3356,2991,2691
3359,2990,2696
3359,2988,2698
3358,2990,2699
3352,2995,2699
3348,3001,2697
3344,3008,2692
3336,3012,2685
3334,3016,2681
3328,3014,2676
3326,3007,2673
3331,3005,2670
3330,3000,2667
3332,2996,2668
3330,2994,2672
3331,2992,2674
3330,2990,2676
3326,2987,2678
3330,2984,2680
3327,2985,2686
3322,2980,2695
3318,2980,2703
3312,2974,2707
3306,2970,2711
3296,2966,2713
3291,2966,2713
3285,2969,2710
3279,2971,2708
3285,2974,2705
3290,2973,2708
3292,2967,2700
3295,2967,2697
3298,2965,2693
3304,2966,2690
3308,2965,2688
3315,2964,2683
3315,2962,2678
3315,2958,2680
3315,2956,2683
3307,2955,2687
3301,2953,2687
3300,2956,2687
3296,2956,2684
3298,2955,2681
3288,2953,2681
3285,2953,2681
3282,2957,2681
3278,2956,2681
3282,2957,2682
3288,2955,2685
3286,2949,2684
3293,2948,2688
3295,2949,2691
3299,2948,2690
3297,2950,2689
3299,2949,2689
3301,2952,2684
3296,2946,2684
3299,2944,2685
3301,2941,2689
3301,2938,2686
3305,2941,2685
3305,2941,2686
3305,2938,2689
3299,2942,2692
3295,2942,2697
3292,2946,2700
3289,2944,2702
3294,2943,2702
3296,2942,2702
3296,2938,2698
3299,2938,2697
3302,2939,2695
3307,2938,2693
3306,2940,2689
3302,2934,2684
3305,2938,2680
3299,2935,2679
3299,2935,2681
3293,2941,2686
3285,2942,2693
3281,2945,2692
3277,2945,2698
3277,2940,2701
3274,2939,2703
3275,2934,2698
3280,2932,2689
3286,2926,2682
3300,2923,2673
3300,2918,2672
3301,2914,2663
3306,2915,2660
3305,2914,2655
3311,2912,2651
3306,2915,2649
3304,2914,2653
3302,2921,2658
3294,2918,2667
3291,2918,2672
3286,2918,2680
3280,2920,2688
3281,2922,2690
3278,2927,2696
3281,2929,2700
3276,2929,2702
3277,2925,2696
3277,2926,2685
3277,2916,2674
3280,2915,2665
3278,2913,2659
3274,2908,2649
3276,2910,2643
3275,2909,2640
3279,2907,2635
3276,2910,2635
3279,2913,2640
3281,2917,2640
3279,2912,2641
3281,2910,2639
3280,2909,2643
3274,2905,2642
3275,2906,2644
3280,2908,2647
3288,2907,2652
